Restaurant Name,City,Address,Longitude,Latitude,Rating text
Five Guys Burgers and Fries,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",-84.990925,34.759273,Very Good
Los Pablos,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",-84.9964,34.7604,Very Good
Kobe Hibachi & Sushi,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",-85.2229101,34.9428786,Excellent
Soho Hibachi,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",-85.246237,34.9528157,Very Good
Thai Garden,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",-85.2545,34.9546,Very Good
Southern Bliss Bakery,Dalton,"300 W Patton St., Lafayette, GA 30728",-85.294955,34.705093,Good
Bailey's Bar-B-Que,Dalton,"5540 Highway 41, Ringgold, GA 30736",-85.1321,34.9273,Very Good
Farm To Fork,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",-85.130492,34.912109,Very Good
Home Plate Grill,Dalton,"7807 Nashville St, Ringgold, GA 30736",-85.1079396,34.9151853,Very Good
Pie Slingers Pizzeria,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",-85.249727,34.851907,Very Good
Olive Tree Cafe,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",-90.496986,41.574935,Excellent
"Red Ginger Sushi, Grill & Bar",Davenport,"793 Middle Rd, Bettendorf, IA 52722",-90.522479,41.53845,Excellent
Crust Stone Oven Pizza,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",-90.4912446,41.5747801,Good
Jimmy's Pancake House,Davenport,"2521 - 18th St., Bettendorf, IA 52722",-90.504176,41.548746,Very Good
Trattoria Tiramisu,Davenport,"1804 State St, Bettendorf, IA 52722",-90.50709,41.525384,Very Good
Prairie Grille at SteepleGate Inn,Davenport,"100 W 76th St, Davenport, IA 52806",-90.574088,41.593892,Average
Tantra Asian Bistro,Davenport,"589 East 53rd St, Davenport, IA 52807",-90.565837,41.574459,Excellent
Chick-fil-A,Davenport,"320 W Kimberly Rd, Davenport, IA 52806",-90.5716,41.5604,Good
Duck City Bistro,Davenport,"115 E 3rd St, Davenport, IA 52801",-90.5737,41.5223,Good
Frick's Tap,Davenport,"1402 W 3rd Street, IA 52802",-90.59466452,41.52253634,Not rated
Los Agaves,Davenport,"4882 Utica Ridge Rd, Davenport, IA 52807",-90.5154313,41.5709434,Not rated
Azteca,Davenport,"4811 N Brady St Ste 3, Davenport, IA 52806",-90.5683,41.5699,Very Good
China Cafe,Davenport,"3018 E 53rd St, Davenport, IA 52807",-90.5321,41.5749,Very Good
Exotic Thai Restaurant,Davenport,"2303 E 53rd St, Davenport, IA 52807",-90.5432,41.5747,Very Good
Front Street Brewery,Davenport,"208 E River Dr, Davenport, IA 52801",-90.572418,41.520389,Very Good
Granite City Food & Brewery,Davenport,"5270 Utica Ridge Rd, Davenport, IA 52807",-90.5137,41.5745,Very Good
Los Agaves,Davenport,"3852 N Brady St, Davenport, IA 52806",-90.5686,41.559,Very Good
Machine Shed Restaurant,Davenport,"7250 Northwest Blvd, Davenport, IA 52806",-90.6136,41.5944,Very Good
Osaka,Davenport,"4901 Utica Ridge Rd, Davenport, IA 52807",-90.515175,41.570997,Very Good
Texas Roadhouse,Davenport,"4005 E 53rd Street, Davenport, IA 52807",-90.517,41.5747,Very Good
Hickory Park,Des Moines,"1404 S Duff Ave, Ames, IA 50010",-93.610084,42.010254,Excellent
The Cafe,Des Moines,"2616 Northridge Pkwy, Ames, IA 50010",-93.643094,42.048779,Excellent
Flying Mango,Des Moines,"4345 Hickman Rd, Des Moines, IA 50310",-93.677638,41.614965,Excellent
Cool Basil,Des Moines,"8801 University Ave, Clive, IA 50325",-93.739573,41.600564,Very Good
HuHot Mongolian Grill,Des Moines,"4100 University Avenue, West Des Moines, IA 50266",-93.760027,41.60028,Very Good
Malo,Des Moines,"900 Mulberry Street, Des Moines, IA 50309",-93.627896,41.583309,Average
Centro,Des Moines,"1007 Locust St, Des Moines, IA 50309",-93.6300803,41.5857431,Excellent
Fong's Pizza,Des Moines,"223 4th Street, Des Moines, IA 50309",-93.621631,41.585465,Excellent
A Dong Restaurant,Des Moines,"1511 High Street, Des Moines, IA 50309",-93.637401,41.587219,Very Good
Court Avenue Brewing Company,Des Moines,"309 Court Ave, Des Moines, IA 50309",-93.620726,41.58536,Very Good
Django,Des Moines,"210 10th Street, Des Moines, IA 50309",-93.629436,41.584027,Very Good
Miyabi 9,Des Moines,"512 E Grand Ave, Des Moines, IA 50309",-93.611366,41.590819,Excellent
Zombie Burger + Drink Lab,Des Moines,"300 E. Grand Ave., Des Moines, IA 50309",-93.61474,41.590106,Very Good
Tursi's Latin King,Des Moines,"2200 Hubbell Ave, Des Moines, IA 50317",-93.577383,41.601415,Very Good
Tsing Tsao South,Des Moines,"4230 Fleur Dr, Des Moines, IA 50321",-93.645245,41.545869,Very Good
Bandit Burrito,Des Moines,"5340 Merle Hay Road, Johnston, IA 50131",-93.6976773,41.6714654,Very Good
Jethro's BBQ,Des Moines,"3100 Forest Ave, Des Moines, IA 50311",-93.659797,41.603901,Very Good
The Machine Shed Restaurant,Des Moines,"11151 Hickman Road, Urbandale, IA 50322",-93.772033,41.615083,Good
Mi Patria,Des Moines,"1410 22nd St., West Des Moines, IA 50266",-93.73624,41.594039,Very Good
Waterfront Seafood Market,Des Moines,"2900 University Ave, West Des Moines, IA 50266",-93.7441981,41.5991771,Very Good
The Giggling Goat,Dicky Beach,"14 Beerburrum St, Dicky Beach, QLD",153.137401,-26.783576,Good
Burnt Toast Cafe,Dubuque,"1220 Iowa St, Dubuque, IA 52001",-90.667668,42.504759,Average
Catfish Charlie's,Dubuque,"1630 E 16th St, Dubuque, IA 52001",-90.6499328,42.5124724,Average
Salsa's Mexican Restaurant,Dubuque,"1091 Main St, Dubuque, IA 52001",-90.6684746,42.5032004,Average
Tony Roma's,Dubuque,"350 Bell St, Dubuque, IA 52001",-90.658609,42.496464,Average
Vinny Vanucchi's,Dubuque,"180 Main Street, Dubuque, IA 52001",-90.664029,42.495689,Average
Champps Americana,Dubuque,"3100 Dodge St., Dubuque, IA 52003",-90.715247,42.492018,Good
Fiesta Cancun,Dubuque,"2515 NW Arterial, Dubuque, IA 52002",-90.740213,42.49092,Good
Happy Joe's Pizza & Ice Cream,Dubuque,"855 Century Dr, Dubuque, IA 52002",-90.7264,42.4955,Good
Houlihan's,Dubuque,"1795 Greyhound Park Rd, Dubuque, IA 52001",-90.645294,42.516621,Good
Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,"3187 University Ave, Dubuque, IA 52001",-90.712084,42.492963,Good
Kalmes Breaktime Bar & Grill,Dubuque,"1097 Jackson St, Dubuque, IA 52001",-90.6646,42.5043,Good
L. May Eatery,Dubuque,"1072 Main St, Dubuque, IA 52001",-90.668164,42.503075,Good
Los Aztecas,Dubuque,"2700 Dodge St, Dubuque, IA 52003",-90.7055,42.4916,Good
Manna Java World Cafe,Dubuque,"700 Locust St, Dubuque, IA 52001",-90.6677349,42.500191,Good
Mario's Italian Restaurant,Dubuque,"1298 Main St, Dubuque, IA 52001",-90.6691,42.5048,Good
Pepper Sprout Incorporated,Dubuque,"378 Main St, Dubuque, IA 52001",-90.6651,42.4974,Good
Shot Tower Inn,Dubuque,"290 Locust St, Dubuque, IA 52001",-90.6658,42.4963,Good
Sunshine Family Restaurant,Dubuque,"401 Central Ave, Dubuque, IA 52001",-90.663686,42.4982789,Good
Watershed Cafe,Dubuque,"51 W 32nd Street, Dubuque, IA 52001",-90.684882,42.527556,Good
Woodfire Grille,Dubuque,"301 Bell Street, Dubuque, IA 52001",-90.658988,42.496378,Good
The Belle General,East Ballina,"12 Shelly Beach Rd, East Ballina, NSW",153.593331,-28.862663,Very Good
Jehova es Mi Pastor Tacos y Burritos,Fernley,"135 W. Main Street, Fernley, NV 89408",-119.252694,39.607515,Good
Flaxton Gardens,Flaxton,"313 Flaxton Drive, Flaxton, QLD",152.8771473,-26.6521332,Good
Bespoke Harvest,Forrest,"16 Grant St, Forrest, VIC",143.714315,-38.517292,Good
Houndstooth Grill & Tavern,Gainesville,"6323 Grand Hickory Dr Ste 200A, Braselton, GA 30517",-83.8461,34.0901,Very Good
Hawg Wild BBQ & Catfish House,Gainesville,"515 Grant Street, Clarkesville, GA 30523",-83.520693,34.61802,Very Good
Bourbon Street Grille,Gainesville,"90 Public Sq N, Dahlonega, GA 30533",-83.985353,34.532973,Good
Corkscrew Cafe,Gainesville,"51 W Main St, Dahlonega, GA 30533",-83.9858,34.5318,Good
Smokin Gold BBQ,Gainesville,"59 E Main St, Dahlonega, GA 30533",-83.983939,34.533626,Good
Hoka-Hoka Japanese Steak & Sushi,Gainesville,"617 North Grove Street, Dahlonega, GA 30533",-83.989317,34.541044,Very Good
Shenanigan's Irish Pub,Gainesville,"87 N. Chestatee St., Dahlonega, GA 30533",-83.986119,34.533198,Very Good
Fish Tales Lakeside Grille,Gainesville,"6330 Mitchell Street, Flowery Branch, GA 30542",-83.938024,34.183573,Good
Antebellum,Gainesville,"5510 Church Street, Flowery Branch, GA 30542",-83.926217,34.185707,Very Good
Moonie's Texas Barbecue,Gainesville,"5545 Atlanta Highway, Flowery Branch, GA 30542",-83.927794,34.180043,Very Good
Atlanta Highway Seafood Market,Gainesville,"227 Atlanta Highway Suite 900, Gainesville, GA 30501",-83.838457,34.285102,Excellent
Eat at Thai,Gainesville,"975 Dawsonville Hwy, Gainesville, GA 30501",-83.857993,34.300182,Excellent
Smoke House BBQ and Catering,Gainesville,"3205 Atlanta Hwy, Atlanta Highway, Gainesville, GA, Gainesville, GA 30507",-83.860098,34.222755,Good
2 Dog,Gainesville,"317 Spring St SE, Gainesville, GA 30501",-83.824023,34.300567,Very Good
Longstreet Cafe,Gainesville,"1043 Riverside Terrace, Gainesville, GA 30501",-83.8272,34.3166,Very Good
Re-Cess,Gainesville,"118 Bradford St NE, Gainesville, GA 30501",-83.82686,34.300332,Very Good
Bodensee,Gainesville,"64 Munich Strasse, Helen, GA 30545",-83.727741,34.701594,Good
Hofer's Bakery & Cafe,Gainesville,"8758 N Main St, Helen, GA 30545",-83.7345,34.7024,Good
Troll Tavern,Gainesville,"8590 N Main St Ste B, Helen, GA 30545",-83.7334,34.7021,Poor
The Nacoochee Village Tavern & Pizzeria,Gainesville,"7275 S Main St., Helen, GA 30545",-83.713498,34.691208,Very Good
Blue Bean Love Cafe,Hepburn Springs,"115 Main Rd, Hepburn Springs, Hepburn Springs, VIC",144.1387014,-37.3123267,Good
La Trattoria of Lavandula,Hepburn Springs,"350 Hepburn-Newstead Road, Hepburn Springs, VIC",144.110062,-37.275494,Good
5 Little Pigs,Huskisson,"64 Owen St, Huskisson, NSW",150.6710743,-35.0388698,Very Good
Beach Box Cafe,Inverloch,"6a Ramsay Blvd, Inverloch, VIC",145.7287133,-38.6347458,Good
Funkey Monkey,Lakes Entrance,"26 Myer street, Lakes Entrance, VIC",147.9942247,-37.8783865,Good
Burger Queen Drive In,Lakeview,"109 S F St, Lakeview, OR 97630",-120.3458,42.1885,Good
Blue Orchid Thai Restaurant,Lincoln,"129 N 10th St, Lincoln, NE 68508",-96.7072,40.8143,Excellent
Stillwater on Belmore,Lorn,"27 Belmore Rd,, Lorn, NSW",151.558475,-32.728097,Good
Mr.,Macedon,"23 Victoria St, Macedon, VIC",144.564174,-37.423189,Good
Emilio's Cuban Cafe,Macon,"402 Ga. Highway 247, Bonaire, GA 31005",-83.594494,32.567741,Good
Ingleside Village Pizza,Macon,"2395 Ingleside Ave, Macon, GA 31204",-83.657061,32.853896,Excellent
Jim Shaw's Seafood Grill & Bar,Macon,"3040 Vineville Ave, Macon, GA 31204",-83.6737,32.8496,Excellent
Mandarin Chinese Restaurant,Macon,"3086 Riverside Dr, Macon, GA 31210",-83.6766,32.8899,Excellent
Rookery,Macon,"543 Cherry St, Macon, GA 31201",-83.6279,32.8361,Excellent
Dovetail,Macon,"543 Cherry St, Macon, GA 31201",-83.627979,32.83641,Good
Bonefish Grill,Macon,"5080 Riverside Dr, Macon, GA 31210",-83.713978,32.929278,Very Good
Downtown Grill,Macon,"562 Mulberry St, Macon, GA 31201",-83.6276,32.8375,Very Good
Greek Corner Deli,Macon,"587 Cherry St, Macon, GA 31201",-83.628703,32.83654,Very Good
Natalia's,Macon,"201 North Macon St., Macon, GA 31210",-83.787993,32.928495,Very Good
Papouli's Mediterranean Cafe & Market,Macon,"121 Tom Hill Sr Blvd, Macon, GA 31210",-83.6873,32.901,Very Good
Benson's Steak and Sushi,Macon,"1289 S Houston Lake Rd, Warner Robins, GA 31088",-83.662421,32.556873,Good
My Fathers Place,Macon,"2507 Moody Rd, Warner Robins, GA 31088",-83.624,32.5786,Good
Sushi Thai Restaurant,Macon,"2624 Watson Blvd Ste D, Warner Robins, GA 31093",-83.6665,32.6184,Good
The Mellow Mushroom,Macon,"710 Lake Joy Road, Warner Robins, GA 31088",-83.691044,32.552684,Good
El Jalisciense Mexican Restaurant,Macon,"1224 Russell Pkwy, Warner Robins, GA 31088",-83.64935,32.594666,Very Good
Greek Village,Macon,"1801 Watson Blvd, Warner Robins, GA 31093",-83.636618,32.6176839,Very Good
Martin's BBQ,Macon,"102 S Armed Forces Boulevard, Warner Robins, GA 31088",-83.600201,32.619321,Very Good
Thai Pepper,Macon,"1806 Russell Parkway, Warner Robins, GA 31088",-83.665557,32.593264,Very Good
Zen Japanese Steakhouse and Sushi Bar,Macon,"4086 Watson Blvd, Warner Robins, GA 31093",-83.7184,32.6147,Very Good
Star Buffet,Mayfield,"58 Hanbury St, Mayfield, NSW",151.7343832,-32.899178,Average
Triangle Restaurant,Mc Millan,"21053 State Hwy M28, Mc Millan, MI 49853",-85.7363,46.3718,Poor
Three Anchors,Middleton Beach,"2 Flinders Pde, Middleton Beach, WA",117.917166,-35.025861,Good
HI Lite Bar & Lounge,Miller,"109 N Broadway Ave, Miller, SD 57362",-98.9891,44.5158,Average
Vince's Restaurant & Pizzeria,Monroe,"619 4th Ave, Monroe, WI 53566",-89.653487,42.606306,Good
Poets Cafe,Montville,"167 Main St, Montville, QLD",152.893735,-26.690462,Poor
The Artesian Restaurant,Ojo Caliente,"Ojo Caliente Mineral Springs Resort And Spa 50 Los Banos Rd, Ojo Caliente, NM 87549",-106.057666,36.313638,Good
CevÌ_che Tapas Bar & Restaurant,Orlando,"125 West Church Street, Orlando, FL 32801",-81.381077,28.540432,Very Good
'Ohana,Orlando,"1600 Seven Seas Drive, Lake Buena Vista, FL 32830",-81.585226,28.405437,Excellent
Earl of Sandwich,Orlando,"1750 E Buena Vista Drive, Lake Buena Vista, FL 32830",-81.514608,28.372858,Excellent
Raglan Road Irish Pub and Restaurant,Orlando,"1640 E Buena Vista Drive, Lake Buena Vista, FL 32830",-81.517725,28.371338,Very Good
CafÌ© Tu Tu Tango,Orlando,"8625 International Drive, Orlando, FL 32819",-81.469986,28.440344,Excellent
Texas de Brazil,Orlando,"5259 International Drive, Orlando, FL 32819",-81.4510725,28.4676808,Excellent
Bahama Breeze Island Grille,Orlando,"8849 International Drive, Orlando, FL 32819",-81.471526,28.437065,Very Good
Maggiano's Little Italy,Orlando,"9101 International Drive,Orlando, FL 32819",-81.471447,28.433235,Very Good
Hawkers Asian Street Fare,Orlando,"1103 N Mills Avenue, Orlando, FL 32803",-81.364347,28.560505,Excellent
Tako Cheena by Pom Pom,Orlando,"932 North Mills Avenue, Orlando, FL 32803",-81.364547,28.557845,Very Good
Seasons 52 Fresh Grill,Orlando,"7700 West Sand Lake Road, Orlando, FL 32819",-81.487978,28.448175,Very Good
Hollerbach's Willow Tree CafÌ©,Orlando,"205 East 1st Street, Sanford, FL 32771",-81.266871,28.811653,Excellent
Pom Pom's Teahouse and Sandwicheria,Orlando,"67 North Bumby Avenue, Orlando, FL 32803",-81.351467,28.543571,Excellent
Yellow Dog Eats,Orlando,"1236 Hempel Avenue,Gotha, FL 34786",-81.522987,28.527592,Excellent
Tibby's New Orleans Kitchen,Orlando,"2203 Aloma Avenue, Winter Park, FL 32792",-81.322631,28.601088,Excellent
The Coop,Orlando,"610 W Morse Boulevard, Winter Park, FL 32789",-81.357219,28.597366,Good
Bosphorous Turkish Cuisine,Orlando,"108 S Park Ave, Winter Park, FL 32789",-81.3508344,28.5976271,Very Good
Ethos Vegan Kitchen,Orlando,"601-B South New York Avenue, Winter Park, FL 32789",-81.352921,28.592857,Very Good
Hillstone,Orlando,"215 South Orlando Avenue, Winter Park, FL 32789",-81.36526,28.596682,Very Good
The Ravenous Pig,Orlando,"565 W Fairbanks Avenue, Winter Park, FL 32789",-81.356024,28.593297,Very Good
Vivo Bar and Grill,Palm Cove,"49 Williams Esplanade, Palm Cove, QLD",145.670768,-16.748083,Very Good
Pier 70,Paynesville,"70 The Esplanade, Paynesville",147.7227832,-37.9194154,Average
DiVine,Penola,"39 Church St, Penola, SA",140.837409,-37.379153,Average
Cactus Flower Cafe Navarre,Pensacola,"8725 Ortega Park Dr, Navarre, FL 32566",-86.8573393,30.4025979,Very Good
McGuire's Irish Pub & Brewery,Pensacola,"600 E Gregory Street, Pensacola, FL 32502",-87.2027,30.4179,Excellent
New Yorker Deli & Pizzeria,Pensacola,"3001 E Cervantes St, Pensacola, FL 32503",-87.1819,30.4251,Excellent
Tu-Do Vietnamese Restaurant,Pensacola,"7130 N Davis Hwy, Pensacola, FL 32504",-87.2216,30.4982,Excellent
Carrabba's Italian Grill,Pensacola,"311 N 9th Avenue, Pensacola, FL 32502",-87.205855,30.417318,Good
Jaco's Bayfront Bar and Grille,Pensacola,"997 South Palafox, Pensacola, FL 32502",-87.213274,30.403034,Good
The Tin Cow,Pensacola,"102 S Palafox Pl, Pensacola, FL",-87.2150874,30.4116106,Good
Cactus Flower Cafe,Pensacola,"3425 N 12th Ave, Pensacola, FL 32503",-87.2080932,30.4473322,Very Good
Dharma Blue,Pensacola,"300 S Alcaniz Street, Pensacola, FL 32502",-87.2092,30.4101,Very Good
Global Grill,Pensacola,"27 South Palafox Pl, Pensacola, FL 32501",-87.2153054,30.411878,Very Good
Ichiban,Pensacola,"5555 N Davis Hwy Ste I, Pensacola, FL 32503",-87.2252,30.4767,Very Good
The Fish House,Pensacola,"600 S Barracks St, Pensacola, FL 32502",-87.211082,30.407358,Very Good
Tuscan Oven,Pensacola,"4801 N 9th Ave, Pensacola, FL 32503",-87.214,30.4692,Very Good
Flounders Chowder House,Pensacola,"800 Quietwater Beach Rd, Pensacola Beach, FL 32561",-87.143,30.3359,Good
Hemingway's Island Grill,Pensacola,"400 Quietwater Beach Rd, Pensacola Beach, FL 32561",-87.142602,30.335521,Good
Native Cafe,Pensacola,"45 A Via De Luna Dr, Pensacola Beach, FL 32561",-87.132932,30.334776,Very Good
Peg Leg Pete's,Pensacola,"1010 Fort Pickens Rd, Pensacola Beach, FL 32561",-87.164376,30.327864,Very Good
The Grand Marlin,Pensacola,"400 Pensacola Beach Boulevard, Pensacola Beach, FL 32561",-87.149178,30.34262,Very Good
Original Georgios Authentic Greek Food,Pensacola,"13310 Merilla Street, Pensacola, FL 32507",-87.4218962,30.3199824,Excellent
Fisherman's Corner,Pensacola,"13486 Perdido Key Dr, Pensacola, FL 32507",-87.427707,30.308468,Very Good
Mad Cowes Cafe,Phillip Island,"4/17 The Esplanade, Cowes, VIC",145.237813,-38.448307,Good
Rupes Burgers,Pocatello,"302 NE Main St, Blackfoot, ID 83221",-112.3415,43.1903,Good
Texas Roadhouse,Pocatello,"560 Bullock Street, Pocatello, ID 83202",-112.461326,42.910518,Good
Riverwalk Cafe,Pocatello,"695 E Main St, Lava Hot Springs, ID 83246",-112.0132,42.62,Good
Royal Hotel,Pocatello,"11 E Main St, Lava Hot Springs, ID 83246",-112.0127,42.6192,Good
Buddy's Italian Restaurant,Pocatello,"626 E Lewis St, Pocatello, ID 83201",-112.4423,42.8661,Good
Butterburrs,Pocatello,"917 Yellowstone Avenue, Pocatello, ID 83201",-112.4516,42.8919,Good
Chang Garden,Pocatello,"1000 Pocatello Creek Rd Ste W2, Pocatello, ID 83201",-112.441,42.8928,Good
Fifth Street Bagelry,Pocatello,"559 S 5TH Ave, Pocatello, ID 83201",-112.4397,42.8631,Good
Goody's Deli,Pocatello,"905 S 5th Ave, Pocatello, ID 83201",-112.4365,42.8604,Good
Grecian Key Restaurant,Pocatello,"314 N Main St, Pocatello, ID 83204",-112.4524,42.8639,Good
Outer Limits Fun Zone,Pocatello,"1800 Garrett Way, Pocatello, ID 83201",-112.459988,42.878077,Good
Portneuf Valley Brewing,Pocatello,"615 South 1st Avenue, ID 83201",-112.443213,42.860024,Good
Sandpiper Restaurant & Lounge,Pocatello,"1400 Bench Rd, Pocatello, ID 83201",-112.432,42.9012,Good
Senor Iguanas,Pocatello,"961 Hiline Rd, Pocatello, ID 83201",-112.4433,42.8942,Good
Sushi Family,Pocatello,"415 Yellowstone Ave, Pocatello, ID 83201",-112.452013,42.88245,Good
Taste of India Nepal,Pocatello,"330 N Main Street, Pocatello, ID 83204",-112.45253,42.863969,Good
Thai Paradise,Pocatello,"140 S. Main, Pocatello, ID 83204",-112.450106,42.861871,Good
The Bridge,Pocatello,"815 S 1st Street, Pocatello, ID 83201",-112.4413856,42.8585987,Good
Nosh Mahal,Pocatello,"303 E Alameda Road, ID 83201",-112.44853,42.891174,Not rated
El Herradero,Pocatello,"123 Jefferson Ave, Pocatello, ID 83201",-112.4419,42.8774,Very Good
Barrett Junction Cafe,Potrero,"1020 Barrett Lake Rd, Dulzura, CA 91917",-116.704731,32.613431,Average
Blue Point Grill,Princeton,"258 Nassau St, Princeton, NJ 08542",-74.651139,40.352385,Very Good
Giovanni's Shrimp Truck,Rest of Hawaii,"56-505 Kamehameha Hwy, Kahuku, HI 96731",-157.948486,21.677078,Excellent
Kona Brewing Company,Rest of Hawaii,"75-5629 Kuakini Highway, Kailua Kona, HI 96740",-155.997362,19.642752,Excellent
Leonard's Bakery,Rest of Hawaii,"933 Kapahulu Ave, Honolulu, HI 96816",-157.813432,21.284586,Excellent
Coconuts Fish Cafe,Rest of Hawaii,"1279 S Kihei Road, Kihei, HI 96753",-156.455284,20.748838,Excellent
Kihei Caffe,Rest of Hawaii,"1945 S Kihei Road, Kihei, HI 96753",-156.451847,20.731487,Excellent
Monkeypod Kitchen by Merriman,Rest of Hawaii,"10 Wailea Gateway Place, Unit B-201 Kihei, Hawaii, HI 96753",-156.4309473,20.6883746,Very Good
Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,"1881 S Kihei Rd, Kihei, HI 96753",-156.452556,20.733554,Very Good
Star Noodle,Rest of Hawaii,"286 Kupuohi St, Lahaina, HI 96761",-156.674835,20.885226,Excellent
Aloha Mixed Plate,Rest of Hawaii,"1285 Front St, Lahaina, HI 96761",-156.684967,20.886564,Very Good
Gazebo,Rest of Hawaii,"5315 Lower Honoapiilani Rd, Lahaina, HI 96761",-156.667037,20.992316,Very Good
Hula Grill,Rest of Hawaii,"2435 Kaanapali Pkwy, Lahaina, HI 96761",-156.693821,20.921347,Very Good
Kimo's,Rest of Hawaii,"845 Front St, Lahaina, HI 96761",-156.680666,20.876127,Very Good
Mama's Fish House,Rest of Hawaii,"799 Poho Pl, Paia, HI 96779",-156.366445,20.929622,Excellent
Marukame Udon,Rest of Hawaii,"2310 Kuhio Avenue, Honolulu, HI 96815",-157.825979,21.279476,Excellent
Yard House,Rest of Hawaii,"226 Lewers St, Honolulu, HI 96815",-157.8312476,21.2794952,Excellent
Lulu's Waikiki,Rest of Hawaii,"2586 Kalakaua Ave, Honolulu, HI 96815",-157.822716,21.271826,Good
Duke's Waikiki,Rest of Hawaii,"2335 Kalakaua Ave, Honolulu, HI 96815",-157.827196,21.277583,Very Good
